run-id,use_vernalisation_fix,sowing-date,harvest-date,crop-id,sim.json,crop.json,site.json,incl_hist,climate_path_to_latlon_file,climate_path_to_csvs,gcm,rcm,scenario,ensmem,version,start_date,end_date,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,comment,region_name,crop_data,irrigation_data,species_param_name,cultivar_param_name,param_value,param_index_in_array,coeff
742,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2027-01-01,2027-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2027_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
743,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,2027-01-01,2027-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2027_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
744,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,2027-01-01,2027-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2027_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
745,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,2027-01-01,2027-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2027_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
746,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,2027-01-01,2027-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2027_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
747,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,2027-01-01,2027-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2027_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
748,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,2027-01-01,2027-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2027_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
749,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
750,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
751,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp26,r12i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
752,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r1i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
753,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
754,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
755,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,SMHI-RCA4,rcp45,r12i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
756,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
757,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
758,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp45,r1i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
759,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
760,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
761,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
762,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
763,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
764,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
765,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,2028-01-01,2028-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2028_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
766,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
767,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
768,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp26,r12i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
769,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r1i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
770,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
771,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
772,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,SMHI-RCA4,rcp45,r12i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
773,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
774,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
775,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp45,r1i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
776,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
777,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
778,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
779,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
780,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,2029-01-01,2029-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,prediction_runs,,crop_MS_2029_100_25832_etrs89-utm32n.asc,irrigation_SM_2020_100_25832_etrs89-utm32n.asc,,DroughtStressThreshold,0.5,1,
