run-id,use_vernalisation_fix,sowing-date,harvest-date,crop-id,sim.json,crop.json,site.json,incl_hist,climate_path_to_latlon_file,climate_path_to_csvs,gcm,rcm,scenario,ensmem,version,start_date,end_date,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,comment,region_name,crop_data,irrigation_data,species_param_name,cultivar_param_name,param_value,param_index_in_array,coeff
14,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop2.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,BAV_CType2_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
15,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop2.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,BAV_CType2_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
16,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop2.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,BAV_CType2_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
17,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop2.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,BAV_CType2_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
18,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
19,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
20,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp26,r12i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
21,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
22,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
23,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
24,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,SMHI-RCA4,rcp45,r12i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
25,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,CLMcom-CCLM4-8-17,rcp26,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
26,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MIROC-MIROC5,GERICS-REMO2015,rcp85,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
27,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp45,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
28,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
29,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MOHC-HadGEM2-ES,KNMI-RACMO22E,rcp26,r1i1p1,v2,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
30,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp26,r2i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
31,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
32,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp45,r2i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
33,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,r2i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
34,True,fixed,auto,WW_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,MPI-M-MPI-ESM-LR,UHOH-WRF361H,rcp85,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,,projection,,BAV_CType3_{year}_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
35,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,LS_CType2_{year}_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
36,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,LS_CType2_{year}_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
37,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp26,r12i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,LS_CType2_{year}_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
38,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,LS_CType2_{year}_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
39,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp45,r12i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,LS_CType2_{year}_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
40,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,KNMI-RACMO22E,rcp85,r1i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,LS_CType2_{year}_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
41,True,fixed,auto,SM_sfix_hauto,sim_projection_avgyield.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,SMHI-RCA4,rcp45,r12i1p1,v1,2023-01-01,2069-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,,projection,,LS_CType2_{year}_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
